sample_id,linear_rmse,published_bound_rmse,scaled_loss_rmse,linear_beats_bound,linear_beats_scaled_loss,linear_intercept,linear_slope,loss_momentum_pearson_r,all_points_above_bound,monotone,best_model
35,0.006449802667471638,0.06734038494341375,0.019158642979173576,True,True,0.03437449064286136,0.697410418447003,0.9995397896332794,True,True,linear_bandwidth
36,0.00330123051670702,0.06813287317388034,0.02685187522736056,True,True,0.05031116576375605,0.6709545383851452,0.9998721557601005,True,True,linear_bandwidth
37,0.00589277354072529,0.07151826463761993,0.028183681330535643,True,True,0.05184421027360724,0.6742060677467238,0.9995991694805407,True,True,linear_bandwidth
38,0.00558888108340014,0.0657822286083381,0.025163587126227207,True,True,0.046595152121846437,0.6729429759758982,0.9996339067499457,True,True,linear_bandwidth
39,0.004902338885054445,0.07190639480494646,0.02483075713139904,True,True,0.04557786586223941,0.6866998919122228,0.999732759830336,True,True,linear_bandwidth
40,0.008838875258791666,0.0707498293020965,0.02643130483931176,True,True,0.046683464521178636,0.6815416973034429,0.9991291355047344,True,True,linear_bandwidth
41,0.008436138473637554,0.06885483927172226,0.027883606026536202,True,True,0.05006262861132899,0.6720588336230998,0.9991680756698896,True,True,linear_bandwidth
42,0.005861029267469216,0.06780417532034994,0.022677623212416387,True,True,0.04148099911253213,0.6855104693353399,0.9996192753336589,True,True,linear_bandwidth
43,0.005498434258619156,0.0705130915513041,0.02682174322915025,True,True,0.04940942494651667,0.6772492652145565,0.9996468496510114,True,True,linear_bandwidth
44,0.009053619925487335,0.07277470263870138,0.02331407252988374,True,True,0.04113484065751523,0.6950311549992509,0.9990757697712112,True,True,linear_bandwidth
45,0.009406475868073031,0.07082138611298826,0.023075160752345756,True,True,0.03985871848447681,0.6936335247296517,0.9990265434627276,True,True,linear_bandwidth
