component,sample_id,calculated_independent_kappa_rmse,refit_kappa_from_digitized_points_rmse,passes_absolute_rmse_lt_005,passes_refit_ratio_lte_15,passes_no_refit_stress_gate
d_axis_only,294,0.02228117857696379,0.01875932564375988,True,True,True
d_axis_only,295,0.024120560741723314,0.018767591278055242,True,True,True
d_axis_only,296,0.02541486649438819,0.020851032954731827,True,True,True
d_axis_only,297,0.02549739824942076,0.02066932117397257,True,True,True
d_axis_only,298,0.022779535497618405,0.017923151135910725,True,True,True
d_axis_only,299,0.024388491569744833,0.020793578014324486,True,True,True
visibility_only,0,0.03565347487128075,0.03477526336823316,True,True,True
visibility_only,1,0.03990554970237845,0.035822166509530955,True,True,True
visibility_only,2,0.03430822633140426,0.02612071462607127,True,True,True
visibility_only,3,0.04001344552790602,0.035651455269244056,True,True,True
visibility_only,4,0.031828749117089855,0.030260379746353754,True,True,True
visibility_only,5,0.025897348653986147,0.02382244468897058,True,True,True
visibility_only,6,0.03335850174883711,0.029961428178728877,True,True,True
visibility_only,7,0.026262228072693027,0.024116617460796477,True,True,True
visibility_only,8,0.03649987046130026,0.03038407655024272,True,True,True
visibility_only,9,0.04117892193312569,0.03560702035921092,True,True,True
visibility_only,10,0.03400414997534567,0.027474838404697215,True,True,True
visibility_only,11,0.026655582261104524,0.021948197252856856,True,True,True
visibility_only,12,0.03063570647260699,0.027791393263372134,True,True,True
visibility_only,13,0.029984645052048644,0.02360611534015938,True,True,True
visibility_only,14,0.037247593878280465,0.03335485616213524,True,True,True
visibility_only,15,0.04077860745379161,0.03615440902495645,True,True,True
visibility_only,16,0.03236580182585192,0.031117972432238537,True,True,True
visibility_only,17,0.037594819561124856,0.0315266769633212,True,True,True
visibility_only,18,0.03502568109893861,0.030793500129730193,True,True,True
visibility_only,19,0.034830360291989236,0.031102204337284223,True,True,True
visibility_only,20,0.03595223072505267,0.03241409719155959,True,True,True
visibility_only,21,0.03610514917233629,0.03378828623269223,True,True,True
visibility_only,22,0.03230058429180084,0.02787958207563227,True,True,True
visibility_only,23,0.03501424011843791,0.031776930194304734,True,True,True
visibility_only,24,0.029302726384765415,0.023271185379537814,True,True,True
visibility_only,25,0.04082139567265609,0.03755579531338709,True,True,True
visibility_only,26,0.029640872794302296,0.02719664835136625,True,True,True
visibility_only,27,0.03070093726669652,0.02758533875305035,True,True,True
visibility_only,28,0.039019817031089574,0.03703902563094827,True,True,True
visibility_only,29,0.02710716269114468,0.025898887474477137,True,True,True
visibility_only,30,0.047406892622541726,0.04180666215257386,True,True,True
visibility_only,31,0.03869406126728112,0.035008434095182075,True,True,True
visibility_only,32,0.029817663481829782,0.02842261679593871,True,True,True
visibility_only,33,0.028601357796459944,0.025326445413626508,True,True,True
visibility_only,34,0.03306949053673326,0.029208307244540193,True,True,True
visibility_only,35,0.029239466022174896,0.025220526042176436,True,True,True
visibility_only,36,0.03549089538907143,0.03281848124106505,True,True,True
visibility_only,37,0.03877702263155318,0.03548605171686572,True,True,True
visibility_only,38,0.037179986417837346,0.032807235253912014,True,True,True
visibility_only,39,0.04413295476248349,0.03772105203897621,True,True,True
visibility_only,40,0.030175085791217377,0.02820051298891278,True,True,True
visibility_only,41,0.03318059043147116,0.02690874495426527,True,True,True
visibility_only,42,0.03606138119402695,0.02866054532706393,True,True,True
visibility_only,43,0.030086215550778617,0.021685324356315778,True,True,True
visibility_only,44,0.031160640889223375,0.02675779627564503,True,True,True
visibility_only,45,0.03458822688210936,0.030699059292563814,True,True,True
visibility_only,46,0.035981000453009226,0.024454189638338213,True,True,True
visibility_only,47,0.036637124929159576,0.03464917505835908,True,True,True
visibility_only,48,0.03987944219472761,0.03433612917040463,True,True,True
visibility_only,49,0.03920537094101264,0.0344702759064671,True,True,True
visibility_only,50,0.04156255926390757,0.037193392038880536,True,True,True
visibility_only,51,0.032483869529124465,0.027691469598878558,True,True,True
visibility_only,52,0.0271781642575532,0.023689189594647452,True,True,True
visibility_only,53,0.027058475269082262,0.026180438402856335,True,True,True
visibility_only,54,0.028525750780322583,0.028334916035283184,True,True,True
visibility_only,55,0.03794844226127553,0.0349000047057284,True,True,True
visibility_only,56,0.03323565536006972,0.029233399412579093,True,True,True
visibility_only,57,0.03504439364968034,0.031381424864990785,True,True,True
visibility_only,58,0.031615468836366234,0.025296117104218994,True,True,True
visibility_only,59,0.0302957405690105,0.028873676919179286,True,True,True
visibility_only,60,0.0257789855803109,0.02366960135416524,True,True,True
visibility_only,61,0.03865399314918006,0.03368144696553391,True,True,True
visibility_only,62,0.03414967359830376,0.03134797009586818,True,True,True
visibility_only,63,0.039092076386173895,0.03333088891657346,True,True,True
visibility_only,64,0.03248741251938061,0.03137750038526322,True,True,True
visibility_only,65,0.031369101788806836,0.026187072192273505,True,True,True
visibility_only,66,0.034900595277178426,0.031094582329876677,True,True,True
visibility_only,67,0.03320046082857369,0.03182397729053182,True,True,True
visibility_only,68,0.02733747917443312,0.023365475762892433,True,True,True
visibility_only,69,0.03962157914717677,0.03194726380177269,True,True,True
visibility_only,70,0.03825318028147752,0.036712949601611145,True,True,True
visibility_only,71,0.03597352969649871,0.030212611202293065,True,True,True
visibility_only,72,0.0393500887030954,0.033366582122982824,True,True,True
visibility_only,73,0.035441725658874976,0.028380920285175085,True,True,True
visibility_only,74,0.03873954230955933,0.03610324939770935,True,True,True
visibility_only,75,0.03618218285634014,0.03096391554164336,True,True,True
visibility_only,76,0.025017174279859198,0.023863005488746016,True,True,True
visibility_only,77,0.03635666602015734,0.03381793633044768,True,True,True
visibility_only,78,0.035538318845336654,0.032048521653429994,True,True,True
visibility_only,79,0.03456478545634175,0.029458297871065603,True,True,True
visibility_only,80,0.03778352792413696,0.03196474123352894,True,True,True
visibility_only,81,0.038764095609597635,0.035047647689363734,True,True,True
visibility_only,82,0.038035933961258116,0.033388200669326074,True,True,True
visibility_only,83,0.029730947060011434,0.026090973507738018,True,True,True
visibility_only,84,0.028433883443313778,0.025180570133365176,True,True,True
visibility_only,85,0.02758663461815333,0.026314025778425416,True,True,True
visibility_only,86,0.03317095162030365,0.02983787788090585,True,True,True
visibility_only,87,0.04239031725100223,0.03999405528879832,True,True,True
visibility_only,88,0.03833276405244979,0.03200044527119847,True,True,True
visibility_only,89,0.032834895293364,0.02731379870030782,True,True,True
visibility_only,90,0.037295587396673074,0.02902192228984057,True,True,True
visibility_only,91,0.03484671052312677,0.034224394821179935,True,True,True
visibility_only,92,0.0350848388770116,0.03436984542779991,True,True,True
visibility_only,93,0.03499487515811772,0.028739121595502546,True,True,True
visibility_only,94,0.02718045202812292,0.022166740047452713,True,True,True
visibility_only,95,0.0333040879008824,0.028372120949353676,True,True,True
visibility_only,96,0.033363635424335625,0.030156955694051867,True,True,True
visibility_only,97,0.034589314605726215,0.02982473889418181,True,True,True
visibility_only,98,0.032027158689670245,0.03070629808440602,True,True,True
visibility_only,99,0.041000798348177415,0.0386316582874675,True,True,True
visibility_only,100,0.03585532191849215,0.03323022492340911,True,True,True
visibility_only,101,0.04450981125653788,0.035503425501909554,True,True,True
visibility_only,102,0.02768446011355292,0.02475952319660612,True,True,True
visibility_only,103,0.03202803145835169,0.03129126588843581,True,True,True
visibility_only,104,0.034702166777210615,0.033360240364187346,True,True,True
visibility_only,105,0.028256864741040645,0.027387873324420067,True,True,True
visibility_only,106,0.033958843544142345,0.033383985020203226,True,True,True
visibility_only,107,0.036831271627491106,0.03489241945874503,True,True,True
visibility_only,108,0.037763008725676284,0.03412594507098173,True,True,True
visibility_only,109,0.03533693935466811,0.03090341329632056,True,True,True
visibility_only,110,0.03842736223367371,0.025519107910017762,True,False,False
