sample_id,raw_rmse_exponential,raw_rmse_gaussian_kernel,raw_rmse_sinc_fourier,raw_sinc_minus_exp_rmse,raw_sinc_beats_exp,raw_sinc_width,raw_sinc_first_zero,case_I_sinc_width,case_III_sinc_width,conditioned_widths_narrower_than_raw,peak_recoverable_loss_x,peak_recoverable_loss,peak_recovery_fraction_x,peak_recovery_fraction,raw_zero_to_peak_loss_distance,recovery_window_aligns_with_raw_zero
24,0.10731702576071635,0.10731705575283713,0.05530092602345592,-0.05201609973726043,True,2.0118333333333336,0.49705906718581716,0.9299722222222223,1.4829722222222224,True,0.5,0.6189274511995175,0.0,1.0,0.0029409328141828395,True
25,0.07124532734286458,0.07124538768551476,0.019966858918898808,-0.05127846842396577,True,1.9679444444444447,0.5081444259379498,0.883888888888889,1.3820277777777779,True,0.5,0.6029829347921996,0.0,1.0,0.00814442593794984,True
26,0.0909132851572081,0.09091329564469981,0.039473242902688783,-0.05144004225451932,True,1.9460000000000002,0.513874614594039,0.864138888888889,1.4390833333333335,True,0.5,0.6568811039388616,0.0,1.0,0.013874614594039048,True
27,0.07604939460381084,0.07604942148061188,0.031362336925340066,-0.044687057678470775,True,2.009638888888889,0.4976018355978824,0.8926666666666667,1.5268611111111112,True,0.5,0.695554717145642,0.5,0.7006608077248753,0.0023981644021175974,True
28,0.08740484651347348,0.08740482591959164,0.04213807905711608,-0.0452667674563574,True,1.9876944444444447,0.5030954344089327,0.9365555555555557,1.417138888888889,True,0.5,0.5928022923056421,0.4,0.6614540182186136,0.0030954344089326735,True
29,0.07741183387352898,0.07741189414344307,0.04154828597170259,-0.035863547901826394,True,1.954777777777778,0.5115671005513556,0.9343611111111112,1.4741944444444446,True,0.5,0.5448777910752902,0.4,0.6431131949541201,0.01156710055135557,True
30,0.08115333240447821,0.08115330985760695,0.034257581308162664,-0.046895751096315545,True,1.9503888888888892,0.5127182613154071,0.9387500000000001,1.461027777777778,True,0.5,0.6407253211383449,0.0,1.0,0.012718261315407098,True
31,0.08231289989394232,0.08231287750320776,0.0365532027897931,-0.04575969710414922,True,2.009638888888889,0.4976018355978824,0.943138888888889,3.001527777777778,False,0.5,0.6342420308481521,0.5,0.654912985520563,0.0023981644021175974,True
32,0.07714872188865868,0.07714874213410473,0.04113571427969436,-0.036013007608964316,True,1.9569722222222223,0.5109934564449049,0.7961111111111112,1.476388888888889,True,0.5,0.6344057621800506,0.4,0.7870675951589581,0.010993456444904903,True
33,0.08134559790810675,0.08134564028714293,0.04109283331071473,-0.04025276459739202,True,2.0118333333333336,0.49705906718581716,0.9299722222222223,1.4500555555555557,True,0.5,0.5319416294400929,0.0,1.0,0.0029409328141828395,True
34,0.0870074779153184,0.08700753693486891,0.034201921778587746,-0.05280555613673066,True,1.9613611111111113,0.5098500191193757,0.883888888888889,1.397388888888889,True,0.5,0.652018859523523,0.0,0.8552727416499597,0.009850019119375664,True
35,0.07562776171071532,0.07562774513140337,0.03134609091143347,-0.04428167079928185,True,1.9679444444444447,0.5081444259379498,0.9146111111111113,1.3842222222222225,True,0.5,0.555457802911144,0.0,0.9083717035191153,0.00814442593794984,True
36,0.07681300950973655,0.07681301359023013,0.026561145203932227,-0.05025186430580432,True,1.989888888888889,0.5025406220336144,0.9277777777777779,1.4676111111111112,True,0.5,0.6503705000830454,0.0,1.0,0.0025406220336143814,True
37,0.0861692530335818,0.08616925294453483,0.048426122730539416,-0.03774313030304239,True,1.9679444444444447,0.5081444259379498,0.9102222222222224,1.4676111111111112,True,0.4,0.6402675749882287,0.4,0.7798975981239349,0.10814442593794982,True
38,0.07792574858296035,0.07792576010498366,0.03584627122799253,-0.04207947735496782,True,1.970138888888889,0.5075784279168135,0.9321666666666668,1.4895555555555557,True,0.4,0.6284694212356329,0.4,0.7937145239815262,0.10757842791681349,True
39,0.08062127787734245,0.08062133154589707,0.03075783621875348,-0.04986344165858897,True,1.9635555555555557,0.5092802172928926,0.923388888888889,1.4303055555555557,True,0.5,0.6694506488745793,0.4,0.7078964224338233,0.009280217292892634,True
40,0.07142580722028366,0.07142585133010201,0.018663324566443925,-0.05276248265383973,True,1.959166666666667,0.5104210974053593,0.903638888888889,1.3271666666666668,True,0.5,0.6405852615760264,0.4,0.7438625608780587,0.010421097405359347,True
41,0.08712086938461178,0.08712091993497799,0.03886453997513727,-0.048256329409474504,True,1.9986666666666668,0.5003335557038024,0.9453333333333335,1.504916666666667,True,0.5,0.6534252515819533,0.2,0.7606633458994245,0.00033355570380244615,True
42,0.08167321047157544,0.08167326535076137,0.03406488849091999,-0.047608321980655455,True,1.9525833333333336,0.5121420340574452,0.9102222222222224,1.4939444444444445,True,0.5,0.6337760114614015,0.2,0.8011075869455516,0.012142034057445183,True
43,0.07979362590232997,0.07979361163684902,0.05200089681728592,-0.02779272908504405,True,1.970138888888889,0.5075784279168135,0.8992500000000001,1.4851666666666667,True,0.4,0.6335126604029915,0.2,0.862683863542749,0.10757842791681349,True
44,0.0677708877515278,0.06777088488181687,0.030902077366936842,-0.03686881038459096,True,1.9174722222222225,0.5215199408944067,0.8970555555555557,1.4851666666666667,True,0.5,0.586304015845958,0.0,1.0,0.021519940894406675,True
45,0.07517209108515888,0.0751720906257338,0.029030760987283664,-0.046141330097875216,True,2.0557222222222222,0.48644704483420265,0.9453333333333335,1.5510000000000002,True,0.5,0.5533482934707173,0.0,1.0,0.013552955165797353,True
46,0.07540425073590397,0.0754042851888511,0.03278941586329459,-0.04261483487260938,True,1.9745277777777779,0.5064502060970977,0.8663333333333334,1.4061666666666668,True,0.5,0.6704179389722633,0.5,0.687137528152955,0.006450206097097677,True
47,0.07155323322055855,0.0715532341440969,0.022533484849481842,-0.04901974837107671,True,1.9503888888888892,0.5127182613154071,0.9146111111111113,1.3491111111111111,True,0.5,0.6541628471741,0.5,0.6873635358669082,0.012718261315407098,True
48,0.0866978117634962,0.086697808196887,0.04632147116522178,-0.04037634059827442,True,1.9416111111111114,0.5150361955993018,0.8663333333333334,2.9949444444444446,False,0.5,0.6141123723518961,0.4,0.7481273539569201,0.015036195599301805,True
49,0.07352284601255686,0.07352288054095485,0.02659266412919001,-0.04693018188336685,True,1.9394166666666668,0.5156189575903407,0.9387500000000001,1.45225,True,0.5,0.5509906646914642,0.5,0.6024634237800129,0.01561895759034071,True
50,0.07364775584659919,0.07364775770802921,0.03773609309171388,-0.03591166275488531,True,1.959166666666667,0.5104210974053593,0.8663333333333334,1.4654166666666668,True,0.4,0.5973601985286681,0.2,0.7951046934140946,0.11042109740535933,True
51,0.07645947622979846,0.07645946686515358,0.03415722681704275,-0.042302249412755705,True,1.9328333333333336,0.517375183237044,0.8992500000000001,1.401777777777778,True,0.5,0.5900518063527331,0.0,1.0,0.017375183237044012,True
52,0.07708584059331088,0.07708582056077126,0.026385738252901296,-0.05070010234040958,True,2.020611111111111,0.4948997827939842,1.0484722222222222,2.9620277777777777,False,0.5,0.6857800254808873,0.0,1.0,0.005100217206015778,True
53,0.07049634407183797,0.0704963408451876,0.026198046069826987,-0.04429829800201098,True,1.9503888888888892,0.5127182613154071,0.9343611111111112,2.922527777777778,False,0.5,0.5876969336685876,0.4,0.6489576391244781,0.012718261315407098,True
54,0.08404349253894217,0.08404350340941247,0.04557743343292158,-0.038466059106020585,True,1.9569722222222223,0.5109934564449049,0.8729166666666668,2.9378888888888888,False,0.5,0.6310874213207863,0.0,1.0,0.010993456444904903,True
55,0.07888389009133505,0.07888387859523481,0.0409489314007745,-0.03793495869056055,True,1.9284444444444446,0.5185526619036643,0.9409444444444446,1.5444166666666668,True,0.5,0.6747333932784703,0.5,0.7161731121676779,0.018552661903664336,True
