scale,sample_id,calculated_independent_kappa_rmse,rmse_ratio_to_refit,passes_absolute_rmse_lt_005,passes_refit_ratio_lte_15,passes_joint_gate
0.0,37,0.02398311074013498,1.2413588440106615,True,True,True
0.0,38,0.02398311074013498,1.2413588440106615,True,True,True
0.0,39,0.02398311074013498,1.2413588440106615,True,True,True
0.0,40,0.02398311074013498,1.2413588440106615,True,True,True
0.0,41,0.02398311074013498,1.2413588440106615,True,True,True
0.0,42,0.02398311074013498,1.2413588440106615,True,True,True
0.0,43,0.02398311074013498,1.2413588440106615,True,True,True
0.0,44,0.02398311074013498,1.2413588440106615,True,True,True
0.0,45,0.02398311074013498,1.2413588440106615,True,True,True
0.0,46,0.02398311074013498,1.2413588440106615,True,True,True
0.0,47,0.02398311074013498,1.2413588440106615,True,True,True
0.0,48,0.02398311074013498,1.2413588440106615,True,True,True
0.0,49,0.02398311074013498,1.2413588440106615,True,True,True
0.0,50,0.02398311074013498,1.2413588440106615,True,True,True
0.0,51,0.02398311074013498,1.2413588440106615,True,True,True
0.0,52,0.02398311074013498,1.2413588440106615,True,True,True
0.0,53,0.02398311074013498,1.2413588440106615,True,True,True
0.0,54,0.02398311074013498,1.2413588440106615,True,True,True
0.0,55,0.02398311074013498,1.2413588440106615,True,True,True
0.0,56,0.02398311074013498,1.2413588440106615,True,True,True
0.0,57,0.02398311074013498,1.2413588440106615,True,True,True
0.0,58,0.02398311074013498,1.2413588440106615,True,True,True
0.0,59,0.02398311074013498,1.2413588440106615,True,True,True
0.0,60,0.02398311074013498,1.2413588440106615,True,True,True
0.0,61,0.02398311074013498,1.2413588440106615,True,True,True
0.0,62,0.02398311074013498,1.2413588440106615,True,True,True
0.0,63,0.02398311074013498,1.2413588440106615,True,True,True
0.0,64,0.02398311074013498,1.2413588440106615,True,True,True
0.0,65,0.02398311074013498,1.2413588440106615,True,True,True
0.0,66,0.02398311074013498,1.2413588440106615,True,True,True
0.0,67,0.02398311074013498,1.2413588440106615,True,True,True
0.0,68,0.02398311074013498,1.2413588440106615,True,True,True
0.0,69,0.02398311074013498,1.2413588440106615,True,True,True
0.0,70,0.02398311074013498,1.2413588440106615,True,True,True
0.0,71,0.02398311074013498,1.2413588440106615,True,True,True
0.0,72,0.02398311074013498,1.2413588440106615,True,True,True
0.0,73,0.02398311074013498,1.2413588440106615,True,True,True
0.0,74,0.02398311074013498,1.2413588440106615,True,True,True
0.0,75,0.02398311074013498,1.2413588440106615,True,True,True
0.0,76,0.02398311074013498,1.2413588440106615,True,True,True
0.0,77,0.02398311074013498,1.2413588440106615,True,True,True
0.0,78,0.02398311074013498,1.2413588440106615,True,True,True
0.0,79,0.02398311074013498,1.2413588440106615,True,True,True
0.0,80,0.02398311074013498,1.2413588440106615,True,True,True
0.0,81,0.02398311074013498,1.2413588440106615,True,True,True
0.0,82,0.02398311074013498,1.2413588440106615,True,True,True
0.0,83,0.02398311074013498,1.2413588440106615,True,True,True
0.0,84,0.02398311074013498,1.2413588440106615,True,True,True
0.0,85,0.02398311074013498,1.2413588440106615,True,True,True
0.0,86,0.02398311074013498,1.2413588440106615,True,True,True
0.0,87,0.02398311074013498,1.2413588440106615,True,True,True
0.0,88,0.02398311074013498,1.2413588440106615,True,True,True
0.0,89,0.02398311074013498,1.2413588440106615,True,True,True
